temperature ( C ),smiles1,smiles2,smiles3,smiles4,smiles5,smiles6,conc1,conc2,conc3,conc4,conc5,conc6,log(cond) (uS/cm)
20,CCC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,C1COCO1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,15,60,5,10,0,0
20,CC(=O)OC,FC(F)(F)COCCOCCOCCOCC(F)(F)F,COCCOC,C1COCO1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,20,5,55,10,0,0
20,CCCC#N,CC1COC(=O)O1,C1COC(=O)O1,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,20,10,50,10,0,0
20,CC1COC(=O)O1,COC(=O)OC,CC1COC(=O)O1,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,20,15,45,10,0,0
20,CCC(=O)OC,CCCC#N,C1=COC(=O)O1,C1COC(=O)O1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,20,20,40,10,0,0
20,COC(=O)CC(F)(F)F,COC(=O)OC,CCC#N,CC1COC(=O)O1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,20,25,35,10,0,0
20,COC=O,CCOC=O,CCOC(=O)OCC,C1COC(=O)O1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,20,30,30,10,0,0
20,COC=O,COC(=O)OC,CC#N,C1COC(=O)O1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,20,35,25,10,0,0
20,C1CCS(=O)(=O)C1,CCOC(=O)OCC,COCCOC,COCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,20,40,20,10,0,0
20,CCOC(=O)OC,CCCCOC=O,CS(=O)C,C1COCO1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,20,45,15,10,0,0
20,CCC(=O)C,CCCCOC=O,CCOC(=O)OC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,20,50,10,10,0,0
20,COC(=O)OC,CN(C)C=O,CC1COC(=O)O1,COCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,20,55,5,10,0,0
20,COC(=O)OC,CCOC=O,CS(=O)C,C1COCO1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,25,5,50,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,COCCOC(=O)OC,C1COC(=O)O1,FC(F)(F)COCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,25,10,45,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,C1COC(=O)O1,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,COCCOCCOCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,25,15,40,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,CC#N,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,25,20,35,10,0,0
20,CCC(=O)C,CN(C)C=O,CC1COC(=O)O1,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,25,25,30,10,0,0
20,CCC#N,COC=O,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,25,30,25,10,0,0
20,COC=O,CC#N,COCCOC(=O)OC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,25,35,20,10,0,0
20,CC1COC(=O)O1,C1C(OC(=O)O1)F,C1COC(=O)O1,COC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,25,40,15,10,0,0
20,C1CCS(=O)(=O)C1,C1COC(=O)O1,CC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,25,45,10,10,0,0
20,CC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,COCCOC,C1COCO1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,25,50,5,10,0,0
20,COC=O,COC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,COCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,30,5,45,10,0,0
20,CCOC(=O)OCC,CS(=O)C,C1COC(=O)O1,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,30,10,40,10,0,0
20,CCOC=O,CCOC(=O)OCC,CC1COC(=O)O1,FC(F)(F)COCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,30,15,35,10,0,0
20,COC(=O)OC,CS(=O)C,CC1COC(=O)O1,CCOC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,30,20,30,10,0,0
20,COCCOC(=O)OC,CCOC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,30,25,25,10,0,0
20,C1COC(=O)O1,CCOC(=O)OCC,C1C(OC(=O)O1)F,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,30,30,20,10,0,0
20,COC(=O)CC(F)(F)F,CCCC#N,CC1COC(=O)O1,CC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,30,35,15,10,0,0
20,CS(=O)C,CC1COC(=O)O1,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,C1COCO1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,30,40,10,10,0,0
20,COC(=O)CC(F)(F)F,CCC(=O)OC,CC1COC(=O)O1,COCCOCCOCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,30,45,5,10,0,0
20,CCC#N,CN(C)C=O,CC1COC(=O)O1,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,35,5,40,10,0,0
20,CCCCOC=O,CCCCOC(=O)C,COCCOC(=O)OC,C1COCO1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,35,10,35,10,0,0
20,CCCCOC(=O)C,COCCOC(=O)OC,C1COC(=O)O1,COCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,35,15,30,10,0,0
20,CCOC(=O)OC,C1=COC(=O)O1,CC1COC(=O)O1,C(Cl)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,35,20,25,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,CCC(=O)C,CN(C)C=O,CCOC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,35,25,20,10,0,0
20,C1CCS(=O)(=O)C1,COC(=O)CC(F)(F)F,CCC(=O)C,COC=O,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,35,30,15,10,0,0
20,C1COC(=O)O1,C1=COC(=O)O1,CC#N,C1COC(=O)O1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,35,35,10,10,0,0
20,COC(=O)CC(F)(F)F,CCOC(=O)OCC,C1C(OC(=O)O1)F,C(Cl)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,35,40,5,10,0,0
20,COC(=O)OC,CCC#N,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,COCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,40,5,35,10,0,0
20,COC(=O)OC,CCOC(=O)OCC,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,COCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,40,10,30,10,0,0
20,CCCC#N,CCOC(=O)OC,COC(=O)OC,O1CCOCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,40,15,25,10,0,0
20,COC(=O)OC,C1COC(=O)O1,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,40,20,20,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,COC(=O)OC,CCOC(=O)OC,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,40,25,15,10,0,0
20,C1=COC(=O)O1,CS(=O)C,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,C(Cl)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,40,30,10,10,0,0
20,COC(=O)OC,COC(=O)CC(F)(F)F,CCCC(=O)OC,CC1COC(=O)O1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,40,35,5,10,0,0
20,C1CCS(=O)(=O)C1,COC(=O)OC,COC(=O)OC,COCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,45,5,30,10,0,0
20,C1=COC(=O)O1,CCOC(=O)OCC,CC1COC(=O)O1,O1CCOCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,45,10,25,10,0,0
20,C1COC(=O)O1,CCC#N,CC1COC(=O)O1,C1COC(=O)O1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,45,15,20,10,0,0
20,CCC#N,CCC(=O)C,COC=O,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,45,20,15,10,0,0
20,COC(=O)OC,C(C(F)(F)F)OC(C(F)F)(F)F,CCOC(=O)OCC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,45,25,10,10,0,0
20,COC(=O)OC,CCOC(=O)OC,CCC#N,CCCC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,45,30,5,10,0,0
20,CN(C)C=O,CC1COC(=O)O1,FC(F)(F)COCCOCCOCC(F)(F)F,COCCOCCOCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,50,5,25,10,0,0
20,CCOC=O,CC1COC(=O)O1,C1COC(=O)O1,C1COC(=O)O1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,50,10,20,10,0,0
20,COC(=O)CC(F)(F)F,CCCCOC(=O)C,CC1COC(=O)O1,CC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,50,15,15,10,0,0
20,CCC(=O)OC,FC(F)(F)COCCOCCOCC(F)(F)F,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,O1CCOCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,50,20,10,10,0,0
20,COC(=O)OC,C1COC(=O)O1,CCC(=O)OC,CCOC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,50,25,5,10,0,0
20,CCCC#N,CCOC(=O)OCC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,55,5,20,10,0,0
20,COC(=O)CC(F)(F)F,CC1COC(=O)O1,C1COC(=O)O1,O1CCOCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,55,10,15,10,0,0
20,CCC(=O)OC,CCCCOC(=O)C,CC1COC(=O)O1,C1COCO1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,55,15,10,10,0,0
20,CCCCOC(=O)C,FC(F)(F)COCCOCCOCCOCC(F)(F)F,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,C1COCO1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,55,20,5,10,0,0
20,COC(=O)OC,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,C(Cl)Cl,COCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,60,5,15,10,0,0
20,CCC(=O)C,CCOC=O,CCOC(=O)OC,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,60,10,10,10,0,0
20,C1CCS(=O)(=O)C1,CCC#N,CCOC(=O)OC,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,60,15,5,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,CCCC(=O)OC,C1COC(=O)O1,COCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,65,5,10,10,0,0
20,CCOC(=O)OCC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,COCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,65,10,5,10,0,0
20,CCCCOC=O,CCOC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,10,70,5,5,10,0,0
20,C1C(OC(=O)O1)F,CC1COC(=O)O1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,COCCOCCOCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,5,5,65,10,0,0
20,CCC(=O)OC,CCCCOC=O,CC1COC(=O)O1,FC(F)(F)COCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,5,10,60,10,0,0
20,C1CCS(=O)(=O)C1,CC1COC(=O)O1,C1COC(=O)O1,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,5,15,55,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,C1=COC(=O)O1,CCOC(=O)OCC,CCOC(=O)OCC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,5,20,50,10,0,0
20,COC(=O)OC,CCC(=O)OC,CC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,5,25,45,10,0,0
20,C1CCS(=O)(=O)C1,CCC(=O)OC,CCC#N,COCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,5,30,40,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,CCC(=O)C,CCOC=O,CCCC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,5,35,35,10,0,0
20,C1COC(=O)O1,CCOC(=O)OC,C1C(OC(=O)O1)F,COCCOCCOCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,5,40,30,10,0,0
20,CCC(=O)OC,CCCC#N,C1=COC(=O)O1,FC(F)(F)COCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,5,45,25,10,0,0
20,CCOC(=O)OC,CCOC(=O)OCC,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,5,50,20,10,0,0
20,CCCC#N,CCOC(=O)OCC,COCCOCCOC,O1CCOCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,5,55,15,10,0,0
20,CCCCOC(=O)C,C1=COC(=O)O1,FC(F)(F)COCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,5,60,10,10,0,0
20,C1COC(=O)O1,COC(=O)OC,C1=COC(=O)O1,CCOC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,5,65,5,10,0,0
20,CCCCOC(=O)C,CCOC(=O)OCC,CCOC(=O)OC,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,10,5,60,10,0,0
20,CCOC(=O)OC,COCCOC(=O)OC,C1C(OC(=O)O1)F,COCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,10,10,55,10,0,0
20,COC(=O)OC,CN(C)C=O,CCOC(=O)OCC,C1C(OC(=O)O1)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,10,15,50,10,0,0
20,CCC#N,CCCC#N,CC1COC(=O)O1,CC1COC(=O)O1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,10,20,45,10,0,0
20,C1COC(=O)O1,COC(=O)OC,CC(=O)OC,C(Cl)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,10,25,40,10,0,0
20,COC(=O)CC(F)(F)F,C1COC(=O)O1,CC(=O)OC,COCCOCCOCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,10,30,35,10,0,0
20,COC(=O)OC,C1C(OC(=O)O1)F,C1COC(=O)O1,C(Cl)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,10,35,30,10,0,0
20,CCCC#N,CCCCOC(=O)C,CC(=O)OC,COCCOCCOCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,10,40,25,10,0,0
20,COC(=O)OC,CCC#N,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,COCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,10,45,20,10,0,0
20,COC(=O)OC,C1C(OC(=O)O1)F,CCOC(=O)OC,CC1COC(=O)O1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,10,50,15,10,0,0
20,COC(=O)OC,CCC(=O)OC,CCCCOC(=O)C,O1CCOCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,10,55,10,10,0,0
20,CCCCOC=O,C1=COC(=O)O1,CCOC(=O)OCC,CCOC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,10,60,5,10,0,0
20,COC(=O)CC(F)(F)F,COC(=O)OC,CCCC#N,CCCC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,15,5,55,10,0,0
20,C1COC(=O)O1,CCOC(=O)OC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,C(Cl)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,15,10,50,10,0,0
20,COC=O,COC(=O)OC,CC1COC(=O)O1,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,15,15,45,10,0,0
20,C1CCS(=O)(=O)C1,CN(C)C=O,CS(=O)C,C1C(OC(=O)O1)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,15,20,40,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,C1COC(=O)O1,COC(=O)OC,FC(F)(F)COCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,15,25,35,10,0,0
20,CCOC=O,CCCCOC=O,CCOC(=O)OCC,CC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,15,30,30,10,0,0
20,CCOC(=O)OC,CCC(=O)OC,CC#N,O1CCOCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,15,35,25,10,0,0
20,CCCC(=O)OC,CCOC(=O)OCC,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,COCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,15,40,20,10,0,0
20,COC(=O)OC,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,CCCCOC(=O)C,CC1COC(=O)O1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,15,45,15,10,0,0
20,CCCCOC=O,COC(=O)OC,CC#N,CS(=O)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,15,50,10,10,0,0
20,COC(=O)OC,CC1COC(=O)O1,C1COC(=O)O1,C1COC(=O)O1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,15,55,5,10,0,0
20,CCOC(=O)OC,CCCCOC=O,CCOC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,20,5,50,10,0,0
20,CCCCOC(=O)C,C1COC(=O)O1,CC1COC(=O)O1,COCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,20,10,45,10,0,0
20,CCC(=O)C,CCOC(=O)OCC,C1COC(=O)O1,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,20,15,40,10,0,0
20,C1COC(=O)O1,CCOC(=O)OCC,COC(=O)OC,CS(=O)C,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,20,20,35,10,0,0
20,CCOC(=O)OC,CCCC#N,CN(C)C=O,CC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,20,25,30,10,0,0
20,CCOC(=O)OC,CCC#N,CCCCOC=O,COCCOCCOCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,20,30,25,10,0,0
20,CC1COC(=O)O1,FC(F)(F)COCCOCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,COCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,20,35,20,10,0,0
20,COC(=O)CC(F)(F)F,CCCCOC(=O)C,C1COC(=O)O1,C1C(OC(=O)O1)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,20,40,15,10,0,0
20,COC(=O)OC,CCC(=O)C,CN(C)C=O,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,20,45,10,10,0,0
20,CC1COC(=O)O1,COC(=O)OC,C(Cl)Cl,COCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,20,50,5,10,0,0
20,CCCCOC=O,CCCCOC(=O)C,CS(=O)C,FC(F)(F)COCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,25,5,45,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,CCOC(=O)OCC,CCOC(=O)OC,C(Cl)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,25,10,40,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,CCOC=O,FC(F)(F)COCCOCCOCCOCC(F)(F)F,O1CCOCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,25,15,35,10,0,0
20,CN(C)C=O,COC(=O)OC,CCOC(=O)OCC,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,25,20,30,10,0,0
20,C1COC(=O)O1,CCOC(=O)OC,FC(F)(F)COCCOCCOCCOCC(F)(F)F,C1COCO1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,25,25,25,10,0,0
20,CC#N,FC(F)(F)COCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCC(F)(F)F,FC(F)(F)COCCOCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,25,30,20,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,C1COC(=O)O1,FC(F)(F)C(F)(F)COCCOCCOCC(F)(F)C(F)(F)F,COCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,25,35,15,10,0,0
20,COC(=O)OC,COC(=O)OC,C1COC(=O)O1,FC(F)(F)COCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,25,40,10,10,0,0
20,C1COC(=O)O1,CC#N,COCCOC(=O)OC,CC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,25,45,5,10,0,0
20,COC(=O)CC(F)(F)F,C1COC(=O)O1,CCC(=O)C,COC(=O)OC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,30,5,40,10,0,0
20,C1CCS(=O)(=O)C1,CCC(=O)C,CCCC#N,FC(F)(F)COCCOCCOCCOCC(F)(F)F,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,30,10,35,10,0,0
20,COC(=O)OC,COC=O,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,O1CCOCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,30,15,30,10,0,0
20,CCC(=O)C,C1C(OC(=O)O1)F,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,COCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,30,20,25,10,0,0
20,C(C(C(F)F)(F)F)OC(=O)C(F)(F)F,COC=O,COCCOC(=O)OC,C(Cl)Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,30,25,20,10,0,0
20,C1CCS(=O)(=O)C1,CCC#N,C1=COC(=O)O1,O1CCOCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,30,30,15,10,0,0
20,COC(=O)CC(F)(F)F,CCCC#N,C1COC(=O)O1,COCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,30,35,10,10,0,0
20,COC(=O)OC,CCOC(=O)OC,FC(F)(F)COCCOCCOCCOCCOCCOCC(F)(F)F,COCCOCCOC,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,30,40,5,10,0,0
20,C(C(F)(F)F)OC(C(F)F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,CC1COC(=O)O1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F ,O,15,35,5,35,10,0,0
